Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48512.07654,0.054,0.692,0.262,,48512.05163,9.719,-4.481,2.526,,,,,,,48513.49048,-0.042,0.694,-0.685,,48513.49545,0.176,0.139,0.337,,
48512.08151,0.054,0.667,0.237,,48512.05661,9.907,-4.447,2.045,,,,,,,48513.49545,-0.042,0.694,-0.685,,48513.50042,0.25,0.142,0.3,,
48512.08648,0.064,0.621,0.207,,48512.06158,10.02,-4.381,1.873,,,,,,,48513.50042,-0.041,0.694,-0.685,,48513.52533,0.592,0.054,0.471,,
48512.09146,0.081,0.571,0.177,,48512.06659,10.091,-4.334,1.71,,,,,,,48513.52533,-0.041,0.693,-0.685,,48513.5303,0.607,0.016,0.522,,
48512.09646,0.11,0.501,0.145,,48512.07156,10.119,-4.463,1.59,,,,,,,48513.5303,-0.041,0.693,-0.686,,48513.53528,0.654,-0,0.546,,
48512.10144,0.153,0.417,0.109,,48512.07654,10.228,-4.576,1.565,,,,,,,48513.53528,-0.041,0.693,-0.686,,48513.54025,0.641,0.002,0.569,,
48512.10641,0.202,0.336,0.07,,48512.08151,10.294,-4.696,1.699,,,,,,,48513.54025,-0.041,0.693,-0.686,,48513.54526,0.635,0.01,0.604,,
48512.11139,0.257,0.259,0.034,,48512.08648,10.267,-4.891,1.764,,,,,,,48513.54526,-0.041,0.693,-0.686,,48513.55023,0.659,0.021,0.626,,
48512.11636,0.311,0.194,0.003,,48512.09146,10.207,-5.046,1.953,,,,,,,48513.55023,-0.041,0.693,-0.686,,48513.5552,0.676,0.039,0.66,,
48512.12134,0.351,0.144,-0.017,,48512.09646,10.19,-5.199,2.271,,,,,,,48513.5552,-0.041,0.692,-0.686,,48513.56018,0.718,0.041,0.674,,
48512.12631,0.375,0.098,-0.007,,48512.10144,10.092,-5.358,2.547,,,,,,,48513.56018,-0.041,0.692,-0.686,,48513.56515,0.681,0.04,0.711,,
48512.13131,0.351,-0.017,0.048,,48512.10641,9.96,-5.402,2.844,,,,,,,48513.56515,-0.041,0.692,-0.686,,48513.5751,0.655,0.046,0.711,,
48512.13629,0.28,-0.162,0.117,,48512.11139,9.668,-5.414,2.99,,,,,,,48513.57013,-0.041,0.692,-0.686,,48513.58011,0.574,0,0.673,,
48512.14126,0.197,-0.256,0.144,,48512.11636,9.205,-5.42,2.88,,,,,,,48513.5751,-0.041,0.692,-0.687,,48513.58508,0.495,0.015,0.634,,
48512.14624,0.1,-0.326,0.147,,48512.12134,8.621,-5.367,2.199,,,,,,,48513.58011,-0.041,0.692,-0.687,,48513.59005,0.463,0.022,0.608,,
48512.15121,-0.007,-0.371,0.138,,48512.12631,8.353,-5.262,1.366,,,,,,,48513.58508,-0.04,0.692,-0.687,,48513.59503,0.407,-0.009,0.587,,
48512.15619,-0.12,-0.379,0.135,,48512.13131,8.738,-5.259,1.49,,,,,,,48513.59005,-0.04,0.692,-0.687,,48513.6,0.374,-0.032,0.549,,
48512.16116,-0.223,-0.371,0.146,,48512.13629,9.012,-5.265,1.357,,,,,,,48513.59503,-0.04,0.691,-0.687,,48513.62491,0.2,-0.095,0.389,,
48512.16614,-0.317,-0.344,0.171,,48512.14126,9.093,-5.266,1.226,,,,,,,48513.6,-0.04,0.691,-0.687,,48513.62988,0.187,-0.087,0.392,,
48512.17114,-0.402,-0.262,0.2,,48512.14624,9.076,-5.231,1.329,,,,,,,48513.62491,-0.041,0.69,-0.688,,48513.63485,0.162,-0.074,0.397,,
48512.17611,-0.471,-0.117,0.221,,48512.15121,9.093,-5.236,1.513,,,,,,,48513.62988,-0.041,0.69,-0.688,,48513.63983,0.167,-0.083,0.414,,
48512.18109,-0.512,0.055,0.237,,48512.15619,8.976,-5.479,1.681,,,,,,,48513.63485,-0.042,0.69,-0.688,,48513.6448,0.172,-0.098,0.442,,
48512.18606,-0.515,0.236,0.262,,48512.16116,8.746,-5.77,2.006,,,,,,,48513.63983,-0.042,0.69,-0.688,,48513.64981,0.173,-0.089,0.425,,
48512.19104,-0.482,0.431,0.309,,48512.16614,8.673,-5.947,2.559,,,,,,,48513.6448,-0.042,0.689,-0.688,,48513.65478,0.143,-0.112,0.481,,
48512.19601,-0.424,0.677,0.365,,48512.17114,8.662,-6.282,2.988,,,,,,,48513.64981,-0.042,0.689,-0.688,,48513.65976,0.137,-0.117,0.47,,
48512.20099,-0.338,0.979,0.427,,48512.17611,8.563,-6.681,3.26,,,,,,,48513.65478,-0.044,0.689,-0.688,,48513.66473,0.127,-0.135,0.51,,
48512.20596,-0.237,1.268,0.484,,48512.18109,8.321,-7.043,3.533,,,,,,,48513.65976,-0.044,0.688,-0.688,,48513.66971,0.143,-0.194,0.511,,
48512.21097,-0.126,1.503,0.541,,48512.18606,7.871,-7.349,3.891,,,,,,,48513.66473,-0.044,0.688,-0.688,,48513.67468,0.133,-0.213,0.548,,
48512.21594,-0.014,1.663,0.608,,48512.19104,7.48,-7.517,4.164,,,,,,,48513.66971,-0.045,0.688,-0.688,,48513.67965,0.113,-0.181,0.597,,
48512.22091,0.084,1.722,0.688,,48512.19601,7.538,-7.69,4.01,,,,,,,48513.67468,-0.046,0.688,-0.688,,48513.68466,0.088,-0.206,0.635,,
48512.22589,0.173,1.695,0.778,,48512.20099,7.768,-7.804,3.567,,,,,,,48513.67965,-0.046,0.687,-0.688,,48513.68963,0.065,-0.162,0.64,,
48512.23086,0.241,1.593,0.866,,48512.20596,7.952,-7.858,3.126,,,,,,,48513.68466,-0.047,0.687,-0.688,,48513.69461,0.016,-0.081,0.724,,
48512.23584,0.29,1.44,0.934,,48512.21097,8.174,-7.935,2.55,,,,,,,48513.68963,-0.047,0.687,-0.688,,48513.69958,-0.022,-0.035,0.771,,
48512.24084,0.332,1.274,0.98,,48512.21594,8.298,-7.965,1.99,,,,,,,48513.69461,-0.049,0.687,-0.688,,48513.72946,-0.214,0.085,0.899,,
48512.24582,0.366,1.099,1.005,,48512.22091,8.323,-7.858,1.492,,,,,,,48513.69958,-0.049,0.687,-0.688,,48513.73443,-0.324,0.053,0.926,,
48512.25079,0.385,0.925,1.013,,48512.22589,8.486,-7.627,0.977,,,,,,,48513.72946,-0.054,0.685,-0.687,,48513.74438,-0.368,0.093,0.979,,
48512.25577,0.386,0.778,1.008,,48512.23086,8.767,-7.428,0.87,,,,,,,48513.73443,-0.058,0.684,-0.687,,48513.74936,-0.376,0.125,1.039,,
48512.26074,0.366,0.666,0.989,,48512.23584,9.027,-7.234,0.831,,,,,,,48513.74936,-0.059,0.684,-0.687,,48513.75433,-0.453,0.287,1.23,,
48512.26571,0.326,0.558,0.967,,48512.24084,9.247,-7.065,0.743,,,,,,,48513.75433,-0.062,0.683,-0.686,,48513.76431,-0.485,0.363,1.399,,
48512.27069,0.274,0.479,0.951,,48512.24582,9.275,-7.016,0.881,,,,,,,48513.76431,-0.063,0.682,-0.686,,48513.76928,-0.483,0.487,1.468,,
48512.27569,0.217,0.447,0.948,,48512.25079,9.189,-7.027,1.184,,,,,,,48513.76928,-0.064,0.682,-0.686,,48513.77426,-0.505,0.572,1.522,,
48512.28067,0.155,0.449,0.961,,48512.25577,8.998,-7.117,1.423,,,,,,,48513.77426,-0.066,0.682,-0.686,,48513.77923,-0.514,0.69,1.513,,
48512.28564,0.115,0.479,0.981,,48512.26074,8.764,-7.371,1.724,,,,,,,48513.77923,-0.067,0.681,-0.686,,48513.78421,-0.466,0.757,1.507,,
48512.29062,0.125,0.539,0.995,,48512.26571,8.417,-7.536,2.27,,,,,,,48513.78421,-0.068,0.681,-0.686,,48513.78921,-0.413,0.841,1.466,,
48512.29559,0.159,0.59,1.004,,48512.27069,8.111,-7.585,2.781,,,,,,,48513.78921,-0.069,0.68,-0.686,,48513.79419,-0.382,0.869,1.377,,
48512.30057,0.162,0.615,0.997,,48512.27569,7.822,-7.533,3.24,,,,,,,48513.79419,-0.069,0.679,-0.686,,48513.79916,-0.371,0.893,1.225,,
48512.30554,0.125,0.68,0.974,,48512.28067,7.984,-7.171,4.279,,,,,,,48513.79916,-0.07,0.679,-0.686,,48513.80414,-0.516,0.396,0.342,,
48512.31054,0.077,0.805,0.951,,48512.28564,7.817,-6.668,5.09,,,,,,,48513.80414,-0.069,0.677,-0.689,,48513.82904,-0.595,0.305,0.27,,
48512.31552,0.026,0.956,0.916,,48512.29062,7.65,-6.24,4.268,,,,,,,48513.82904,-0.069,0.677,-0.689,,48513.83401,-0.681,0.175,0.167,,
48512.32049,-0.028,1.102,0.855,,48512.29559,7.684,-6.108,3.863,,,,,,,48513.83401,-0.069,0.677,-0.689,,48513.83899,-0.701,0.086,0.118,,
48512.32547,-0.074,1.216,0.76,,48512.30057,7.511,-5.969,4.046,,,,,,,48513.83899,-0.068,0.676,-0.69,,48513.84396,-0.745,0.057,0.098,,
48512.33044,-0.1,1.287,0.647,,48512.30554,7.496,-5.63,4.33,,,,,,,48513.84396,-0.068,0.676,-0.69,,48513.84894,-0.783,0.068,0.126,,
48512.33542,-0.103,1.338,0.541,,48512.31054,7.89,-5.236,4.43,,,,,,,48513.84894,-0.067,0.676,-0.69,,48513.85391,-0.797,0.082,0.165,,
48512.34039,-0.1,1.386,0.441,,48512.31552,8.642,-4.758,4.592,,,,,,,48513.85391,-0.067,0.676,-0.69,,48513.85891,-0.84,0.111,0.274,,
48512.34537,-0.099,1.453,0.35,,48512.32049,9.278,-4.308,4.919,,,,,,,48513.85891,-0.067,0.676,-0.69,,48513.86389,-0.854,0.206,0.488,,
48512.35037,-0.094,1.544,0.265,,48512.32547,9.547,-4.066,5.334,,,,,,,48513.86389,-0.067,0.676,-0.69,,48513.86886,-0.848,0.275,0.635,,
48512.35534,-0.086,1.668,0.168,,48512.33044,9.715,-3.852,5.534,,,,,,,48513.86886,-0.068,0.676,-0.69,,48513.87384,-0.773,0.398,0.808,,
48512.36032,-0.074,1.823,0.059,,48512.33542,9.803,-3.653,5.608,,,,,,,48513.87384,-0.068,0.676,-0.69,,48513.87881,-0.692,0.525,0.937,,
48512.36529,-0.07,2.01,-0.064,,48512.34039,9.894,-3.412,5.829,,,,,,,48513.87881,-0.069,0.676,-0.69,,48513.88379,-0.608,0.638,1.112,,
48512.37027,-0.078,2.223,-0.191,,48512.34537,9.988,-3.198,6.093,,,,,,,48513.88379,-0.069,0.676,-0.69,,48513.88876,-0.423,0.772,1.324,,
48512.37524,-0.096,2.468,-0.312,,48512.35037,10.028,-3.054,6.247,,,,,,,48513.88876,-0.07,0.676,-0.69,,48513.89874,-0.374,0.772,1.434,,
48512.38025,-0.139,2.768,-0.411,,48512.35534,9.897,-3.03,6.328,,,,,,,48513.89377,-0.071,0.676,-0.689,,48513.90371,-0.302,0.784,1.484,,
48512.38522,-0.213,3.075,-0.469,,48512.36032,9.626,-3.114,6.398,,,,,,,48513.89874,-0.072,0.675,-0.689,,48513.92361,-0.16,0.767,1.584,,
48512.3902,-0.317,3.385,-0.493,,48512.36529,9.326,-3.247,6.659,,,,,,,48513.90371,-0.072,0.675,-0.69,,48513.92859,-0.129,0.766,1.618,,
48512.39517,-0.439,3.662,-0.481,,48512.37027,8.787,-3.41,6.919,,,,,,,48513.92361,-0.073,0.673,-0.691,,48513.93356,-0.115,0.736,1.556,,
48512.40014,-0.566,3.846,-0.44,,48512.37524,7.987,-3.803,6.854,,,,,,,48513.92859,-0.073,0.673,-0.691,,48513.93857,-0.181,0.709,1.566,,
48512.40512,-0.683,3.961,-0.387,,48512.38025,7.316,-4.264,6.561,,,,,,,48513.93356,-0.073,0.672,-0.692,,48513.94354,-0.218,0.683,1.559,,
48512.41009,-0.772,4.043,-0.331,,48512.38522,6.845,-4.8,6.302,,,,,,,48513.93857,-0.073,0.672,-0.692,,48513.94851,-0.271,0.63,1.618,,
48512.4151,-0.828,4.112,-0.264,,48512.3902,6.622,-5.293,5.793,,,,,,,48513.94354,-0.072,0.671,-0.693,,48513.95349,-0.366,0.58,1.66,,
48512.42007,-0.848,4.189,-0.188,,48512.39517,6.801,-5.625,5.421,,,,,,,48513.94851,-0.071,0.671,-0.694,,48513.95846,-0.432,0.631,1.716,,
48512.42505,-0.804,4.228,-0.099,,48512.40014,7.171,-5.759,5.667,,,,,,,48513.95349,-0.071,0.67,-0.694,,48513.96347,-0.435,0.693,1.79,,
48512.43002,-0.68,4.206,-0.033,,48512.40512,7.584,-5.629,5.924,,,,,,,48513.95846,-0.07,0.67,-0.695,,48513.96844,-0.443,0.818,1.759,,
48512.435,-0.505,4.138,0.003,,48512.41009,7.792,-5.341,6.363,,,,,,,48513.96347,-0.069,0.669,-0.696,,48513.97342,-0.51,0.926,1.772,,
48512.43997,-0.313,4.108,-0.001,,48512.4151,7.684,-5.179,7.029,,,,,,,48513.96844,-0.068,0.669,-0.697,,48513.97839,-0.602,1.116,1.793,,
48512.44494,-0.123,4.163,-0.052,,48512.42007,7.733,-5.154,7.936,,,,,,,48513.97342,-0.067,0.668,-0.698,,48513.98337,-0.635,1.205,1.793,,
48512.44992,0.045,4.272,-0.147,,48512.42505,7.943,-4.997,8.605,,,,,,,48513.97839,-0.067,0.667,-0.699,,48513.98834,-0.702,1.29,1.821,,
48512.45492,0.176,4.368,-0.257,,48512.43002,8.166,-4.943,9.028,,,,,,,48513.98337,-0.066,0.666,-0.7,,48513.99331,-0.75,1.418,1.899,,
48512.4599,0.271,4.373,-0.352,,48512.435,7.989,-5.267,9.549,,,,,,,48513.98834,-0.065,0.665,-0.701,,48513.99832,-0.786,1.568,1.975,,
48512.46487,0.335,4.317,-0.406,,48512.43997,7.723,-5.329,9.512,,,,,,,48513.99331,-0.065,0.664,-0.702,,48514.00329,-0.877,1.64,2.063,,
48512.46985,0.363,4.26,-0.422,,48512.44494,7.671,-5.145,9.065,,,,,,,48513.99832,-0.064,0.663,-0.703,,48514.02817,-1.027,2.392,2.367,,
48512.47482,0.353,4.259,-0.422,,48512.44992,7.303,-4.963,7.946,,,,,,,48514.00329,-0.064,0.662,-0.705,,48514.03814,-0.974,2.477,2.344,,
48512.4798,0.318,4.329,-0.417,,48512.45492,6.602,-4.906,7.188,,,,,,,48514.02817,-0.064,0.65,-0.713,,48514.04312,-0.935,2.609,2.302,,
48512.48477,0.265,4.438,-0.398,,48512.4599,5.827,-4.829,6.781,,,,,,,48514.03814,-0.064,0.647,-0.715,,48514.04809,-0.984,2.62,2.288,,
48512.48977,0.194,4.548,-0.36,,48512.46487,5.354,-4.631,6.765,,,,,,,48514.04312,-0.064,0.645,-0.717,,48514.05307,-0.897,2.797,2.249,,
48512.49475,0.099,4.653,-0.302,,48512.46985,5.167,-4.435,6.908,,,,,,,48514.04809,-0.064,0.642,-0.719,,48514.05804,-0.838,2.957,2.223,,
48512.49972,-0.026,4.783,-0.24,,48512.47482,4.961,-4.284,6.955,,,,,,,48514.05307,-0.065,0.639,-0.721,,48514.06302,-0.871,3.065,2.225,,
48512.5047,-0.164,4.959,-0.181,,48512.4798,4.385,-4.218,6.862,,,,,,,48514.05804,-0.065,0.636,-0.723,,48514.06799,-1.004,3.081,2.167,,
48512.50967,-0.316,5.135,-0.12,,48512.48477,3.843,-4.186,6.648,,,,,,,48514.06302,-0.065,0.633,-0.725,,48514.073,-1.068,3.028,1.986,,
48512.51465,-0.495,5.301,-0.06,,48512.48977,3.42,-4.062,6.34,,,,,,,48514.06799,-0.065,0.63,-0.727,,48514.07797,-1.12,2.8,1.796,,
48512.51962,-0.683,5.464,-0.014,,48512.49475,3.394,-3.973,6.742,,,,,,,48514.073,-0.065,0.627,-0.728,,48514.08294,-1.208,2.53,1.609,,
48512.52463,-0.877,5.599,0.011,,48512.49972,3.428,-4.086,6.86,,,,,,,48514.07797,-0.064,0.624,-0.73,,48514.08792,-1.084,2.211,1.507,,
48512.5296,-1.088,5.709,0.009,,48512.5047,3.442,-4.247,6.454,,,,,,,48514.08294,-0.064,0.621,-0.732,,48514.09289,-1.078,1.761,1.671,,
48512.53457,-1.293,5.786,-0.023,,48512.50967,3.601,-4.295,6.584,,,,,,,48514.08792,-0.063,0.619,-0.733,,48514.09787,-1.243,1.187,1.849,,
48512.53955,-1.453,5.784,-0.079,,48512.51465,3.856,-4.314,6.763,,,,,,,48514.09289,-0.063,0.616,-0.734,,48514.10287,-1.578,0.542,2.133,,
48512.54452,-1.56,5.742,-0.13,,48512.51962,4.2,-4.264,6.465,,,,,,,48514.09787,-0.062,0.614,-0.736,,48514.13272,-2.839,-3.502,6.957,,
48512.5495,-1.601,5.682,-0.169,,48512.52463,4.865,-4.195,6.211,,,,,,,48514.10287,-0.061,0.612,-0.736,,48514.14267,-2.865,-3.689,8.024,,
48512.5545,-1.554,5.573,-0.192,,48512.5296,5.606,-4.247,6.312,,,,,,,48514.13272,-0.059,0.602,-0.74,,48514.14767,-2.635,-3.781,8.201,,
48512.55948,-1.418,5.478,-0.195,,48512.53457,5.936,-4.46,6.578,,,,,,,48514.14267,-0.059,0.602,-0.74,,48514.15265,-2.049,-3.593,7.707,,
48512.56445,-1.218,5.44,-0.192,,48512.53955,6.084,-4.83,6.974,,,,,,,48514.14767,-0.059,0.602,-0.739,,48514.15762,-0.415,-2.175,5.854,,
48512.56943,-0.982,5.482,-0.179,,48512.54452,5.959,-5.294,7.161,,,,,,,48514.15265,-0.059,0.602,-0.739,,48514.16757,0.424,-1.345,4.603,,
48512.5744,-0.755,5.557,-0.164,,48512.5495,5.885,-5.805,8.037,,,,,,,48514.15762,-0.059,0.601,-0.738,,48514.17254,1.407,-0.552,3.508,,
48512.57937,-0.556,5.645,-0.152,,48512.5545,5.613,-6.232,8.831,,,,,,,48514.1626,-0.06,0.601,-0.738,,48514.17755,2.372,0.114,2.61,,
48512.58435,-0.41,5.75,-0.139,,48512.55948,5.188,-6.567,9.718,,,,,,,48514.16757,-0.06,0.6,-0.739,,48514.18252,3.156,0.518,1.438,,
48512.58932,-0.337,5.812,-0.122,,48512.56445,4.681,-6.855,9.832,,,,,,,48514.17254,-0.061,0.598,-0.739,,48514.1875,3.909,0.918,0.171,,
48512.5943,-0.318,5.927,-0.081,,48512.56943,4.366,-7.222,9.536,,,,,,,48514.17755,-0.062,0.595,-0.74,,48514.19247,4.498,1.248,-0.952,,
48512.5993,-0.351,6.088,-0.019,,48512.5744,4.234,-7.733,9.243,,,,,,,48514.18252,-0.063,0.592,-0.742,,48514.19745,4.759,1.584,-1.776,,
48512.60428,-0.478,6.212,0.048,,48512.57937,3.47,-8.233,8.174,,,,,,,48514.1875,-0.063,0.589,-0.744,,48514.20242,4.005,1.942,-4.302,,
48512.60925,-0.678,6.289,0.106,,48512.58435,2.652,-8.456,7.655,,,,,,,48514.19247,-0.064,0.585,-0.746,,48514.2323,1.721,1.752,-1.905,,
48512.61422,-0.946,6.345,0.144,,48512.58932,1.65,-8.291,7.576,,,,,,,48514.19745,-0.065,0.582,-0.749,,48514.24725,0.368,1.266,1.183,,
48512.6192,-1.271,6.462,0.149,,48512.5943,1.76,-8.227,5.622,,,,,,,48514.20242,-0.07,0.567,-0.762,,48514.25223,0.039,0.955,3.213,,
48512.62417,-1.628,6.641,0.113,,48512.5993,1.65,-8.324,3.746,,,,,,,48514.2323,-0.075,0.56,-0.77,,48514.2572,0.199,0.627,5.678,,
48512.62915,-1.986,6.835,0.028,,48512.60428,1.734,-8.157,2.173,,,,,,,48514.24725,-0.079,0.553,-0.775,,48514.26217,0.684,0.306,7.537,,
48512.63415,-2.306,7.2,-0.09,,48512.60925,1.81,-7.745,2.105,,,,,,,48514.25223,-0.082,0.549,-0.778,,48514.26715,2.043,0.109,8.184,,
48512.63913,-2.573,7.665,-0.214,,48512.61422,2,-6.89,2.697,,,,,,,48514.2572,-0.085,0.543,-0.781,,48514.27212,2.435,0.031,8.444,,
48512.6441,-2.768,8.034,-0.335,,48512.6192,2.513,-5.927,3.08,,,,,,,48514.26217,-0.088,0.535,-0.784,,48514.28207,2.607,-0.054,8.577,,
48512.64908,-2.89,8.3,-0.452,,48512.62417,3.064,-5.206,5.57,,,,,,,48514.26715,-0.091,0.527,-0.789,,48514.28708,2.745,-0.215,8.061,,
48512.65405,-2.937,8.391,-0.556,,48512.62915,2.491,-4.905,8.479,,,,,,,48514.27212,-0.094,0.517,-0.793,,48514.29703,2.742,-0.277,7.299,,
48512.65902,-2.909,8.309,-0.647,,48512.63415,1.805,-4.66,8.649,,,,,,,48514.2771,-0.097,0.507,-0.798,,48514.302,1.286,-0.709,0.433,,
48512.66403,-2.819,8.124,-0.704,,48512.63913,1.554,-4.693,8.687,,,,,,,48514.28207,-0.1,0.497,-0.802,,48514.3269,0.664,-0.761,0.018,,
48512.669,-2.716,7.949,-0.722,,48512.6441,0.949,-4.978,7.967,,,,,,,48514.28708,-0.104,0.478,-0.811,,48514.33685,-0.1,-0.717,-0.269,,
48512.67398,-2.64,7.946,-0.701,,48512.64908,0.344,-5.224,6.923,,,,,,,48514.29703,-0.105,0.47,-0.814,,48514.34182,-0.814,-0.596,-0.215,,
48512.67895,-2.534,7.81,-0.691,,48512.65405,-0.327,-5.439,6.06,,,,,,,48514.302,-0.094,0.448,-0.83,,48514.3468,-1.344,-0.557,0.285,,
48512.68393,-2.349,7.213,-0.719,,48512.65902,-1.153,-5.772,5.437,,,,,,,48514.3269,-0.089,0.446,-0.832,,48514.3518,-1.675,-0.705,0.932,,
48512.6889,-2.206,6.754,-0.725,,48512.66403,-2.286,-5.72,5.134,,,,,,,48514.33685,-0.084,0.445,-0.834,,48514.35678,-1.888,-0.867,1.639,,
48512.69388,-2.107,6.534,-0.674,,48512.669,-2.872,-5.335,5.17,,,,,,,48514.34182,-0.078,0.445,-0.836,,48514.36175,-2.022,-1.084,2.089,,
48512.69888,-1.964,6.16,-0.546,,48512.67398,-3.279,-5.96,3.524,,,,,,,48514.3468,-0.071,0.444,-0.838,,48514.36673,-2.135,-1.149,1.862,,
48512.70386,-1.799,5.698,-0.374,,48512.67895,-4.633,-7.043,2.932,,,,,,,48514.3518,-0.064,0.442,-0.84,,48514.3717,-1.901,-0.495,1.446,,
48512.70883,-1.665,5.339,-0.207,,48512.68393,-5.688,-7.808,2.945,,,,,,,48514.35678,-0.056,0.441,-0.842,,48514.38165,-1.571,0.529,0.763,,
48512.7138,-1.603,5.127,-0.059,,48512.6889,-6.983,-8.815,2.029,,,,,,,48514.36175,-0.048,0.438,-0.844,,48514.38666,-1.698,2.229,-0.57,,
48512.71878,-1.61,5.045,0.058,,48512.69388,-7.672,-9.446,1.419,,,,,,,48514.36673,-0.031,0.433,-0.848,,48514.39163,-1.898,3.004,-0.971,,
48512.72375,-1.656,5.02,0.139,,48512.69888,-7.862,-9.6,1.407,,,,,,,48514.3717,-0.022,0.43,-0.85,,48514.40158,-2.112,3.67,-0.983,,
48512.72873,-1.726,5.005,0.183,,48512.70386,-7.593,-9.34,1.305,,,,,,,48514.38165,-0.013,0.427,-0.851,,48514.40655,-2.307,4.337,-0.152,,
48512.73373,-1.818,4.984,0.185,,48512.70883,-7.064,-8.785,1.269,,,,,,,48514.38666,-0.004,0.423,-0.853,,48514.43146,-3.664,5.688,5.677,,
48512.73871,-1.926,4.896,0.152,,48512.7138,-6.346,-8.139,1.05,,,,,,,48514.39163,0.004,0.42,-0.854,,48514.43643,-3.923,5.593,6.163,,
48512.74368,-2.033,4.726,0.076,,48512.71878,-5.516,-7.582,0.91,,,,,,,48514.3966,0.012,0.417,-0.854,,48514.44638,-4.267,5.313,6.286,,
48512.74865,-2.123,4.481,-0.062,,48512.72375,-4.842,-7.075,0.883,,,,,,,48514.40158,0.018,0.415,-0.855,,48514.45135,-4.486,4.801,5.987,,
48512.75363,-2.182,4.166,-0.248,,48512.72873,-4.277,-6.667,0.488,,,,,,,48514.40655,0.024,0.412,-0.855,,48514.45633,-4.521,4.166,5.283,,
48512.7586,-2.194,3.779,-0.455,,48512.73373,-3.753,-6.306,0.071,,,,,,,48514.43146,0.047,0.395,-0.853,,48514.46133,-4.475,3.603,4.41,,
48512.76358,-2.142,3.361,-0.676,,48512.73871,-3.217,-5.735,-0.089,,,,,,,48514.4414,0.05,0.392,-0.852,,48514.46631,-4.294,3.049,3.494,,
48512.76855,-2.027,2.918,-0.881,,48512.74368,-2.902,-5.468,-0.282,,,,,,,48514.44638,0.053,0.389,-0.852,,48514.47128,-4.074,2.666,2.961,,
48512.77356,-1.863,2.432,-1.061,,48512.74865,-2.954,-5.544,-0.715,,,,,,,48514.45135,0.056,0.386,-0.852,,48514.47625,-3.883,2.349,2.799,,
48512.77853,-1.677,1.96,-1.197,,48512.75363,-2.972,-5.771,-0.909,,,,,,,48514.45633,0.059,0.384,-0.851,,48514.48123,-3.796,2.078,2.883,,
48512.78351,-1.481,1.526,-1.274,,48512.7586,-3.145,-6.192,-0.822,,,,,,,48514.46133,0.061,0.382,-0.851,,48514.4862,-3.705,1.833,3.311,,
48512.78848,-1.284,1.153,-1.285,,48512.76358,-3.444,-6.768,-0.834,,,,,,,48514.46631,0.063,0.377,-0.85,,48514.49118,-3.575,1.705,3.934,,
48512.79345,-1.096,0.823,-1.217,,48512.76855,-3.852,-7.506,-0.538,,,,,,,48514.47625,0.062,0.375,-0.85,,48514.49618,-3.414,1.683,4.649,,
48512.79843,-0.919,0.514,-1.11,,48512.77356,-4.073,-8.344,0.08,,,,,,,48514.48123,0.06,0.372,-0.85,,48514.50116,-3.218,1.771,5.412,,
48512.80343,-0.754,0.321,-0.991,,48512.77853,-4.25,-9.064,1.106,,,,,,,48514.4862,0.057,0.369,-0.85,,48514.50613,-1.593,3.067,5.629,,
48512.80841,-0.595,0.309,-0.892,,48512.78351,-4.589,-9.767,2.239,,,,,,,48514.49118,0.052,0.366,-0.85,,48514.53103,-1.396,3.327,5.144,,
48512.81338,-0.446,0.477,-0.807,,48512.78848,-4.815,-10.461,3.207,,,,,,,48514.49618,0.047,0.363,-0.85,,48514.54098,-1.308,3.765,3.466,,
48512.81836,-0.306,0.819,-0.731,,48512.79345,-4.721,-11.112,4.728,,,,,,,48514.50116,0.04,0.359,-0.85,,48514.55093,-1.292,3.829,3.228,,
48512.82333,-0.187,1.263,-0.68,,48512.79843,-4.427,-11.542,6.831,,,,,,,48514.50613,0.002,0.341,-0.85,,48514.55591,-1.285,3.859,2.902,,
48512.82831,-0.086,1.66,-0.653,,48512.80343,-4.278,-11.706,8.875,,,,,,,48514.53103,-0.007,0.338,-0.849,,48514.56088,-0.824,3.827,2.424,,
48512.83328,-0.013,1.928,-0.667,,48512.80841,-4.275,-11.662,11.01,,,,,,,48514.54098,-0.033,0.329,-0.847,,48514.56589,-0.409,3.963,2.144,,
48512.83825,0.032,2.026,-0.719,,48512.81338,-4.253,-11.317,12.157,,,,,,,48514.55093,-0.042,0.326,-0.846,,48514.57086,-0.058,4.099,2.05,,
48512.84326,0.062,1.983,-0.801,,48512.81836,-4.419,-10.833,11.855,,,,,,,48514.55591,-0.051,0.323,-0.845,,48514.57583,0.456,4.224,1.612,,
48512.84823,0.09,1.867,-0.898,,48512.82333,-4.45,-9.938,10.151,,,,,,,48514.56088,-0.061,0.321,-0.843,,48514.58081,0.961,4.319,1.049,,
48512.85321,0.139,1.715,-1.003,,48512.82831,-4.411,-8.851,7.366,,,,,,,48514.56589,-0.079,0.318,-0.839,,48514.58578,1.506,4.349,0.537,,
48512.85818,0.213,1.573,-1.124,,48512.83328,-4.312,-7.958,4.564,,,,,,,48514.57583,-0.088,0.318,-0.837,,48514.59076,1.773,4.269,0.045,,
