Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48508.41229,-0.116,-1.736,-0.063,,48508.38739,1.551,2.937,5.483,,48510.39374,-44.824,8.521,6.238,,48508.67114,-0.222,-0.245,-0.894,,48508.66119,0.761,-1.247,0.763,,
48508.41726,-0.128,-1.786,-0.078,,48508.39236,1.775,3.042,5.907,,48510.41366,-45.117,9.106,5.481,,48508.67611,-0.229,-0.25,-0.891,,48508.66617,0.988,-1.428,0.998,,
48508.42224,-0.141,-1.791,-0.082,,48508.39734,1.942,3.029,6.411,,48510.43356,-45.117,9.106,3.711,,48508.68109,-0.238,-0.255,-0.888,,48508.67114,1.199,-1.508,1.035,,
48508.42721,-0.157,-1.738,-0.076,,48508.40231,1.994,2.895,6.878,,48510.45349,-45.215,8.618,2.063,,48508.68606,-0.247,-0.261,-0.885,,48508.67611,1.421,-1.474,0.818,,
48508.43219,-0.177,-1.64,-0.061,,48508.40729,1.931,2.673,7.296,,48510.47342,-44.824,8.911,0.928,,48508.69104,-0.294,-0.284,-0.866,,48508.68109,2.444,-1.177,0.042,,
48508.43716,-0.208,-1.515,-0.034,,48508.41229,1.902,2.506,7.898,,48510.49331,-44.922,8.813,-0.208,,48508.71594,-0.302,-0.287,-0.863,,48508.68606,2.842,-1.091,-1.114,,
48508.44214,-0.248,-1.387,-0,,48508.41726,1.98,2.321,8.482,,48510.51324,-45.02,8.032,-0.208,,48508.72091,-0.31,-0.289,-0.86,,48508.69104,0.127,-0.989,-0.644,,
48508.44711,-0.295,-1.26,0.042,,48508.42224,2.03,2.152,8.888,,48510.53314,-45.41,7.141,-1.343,,48508.72589,-0.318,-0.291,-0.857,,48508.71594,-0.545,-1.252,-0.766,,
48508.45212,-0.344,-1.138,0.087,,48508.42721,2.001,1.923,9.169,,48510.55307,-45.215,6.165,-2.612,,48508.73086,-0.326,-0.292,-0.854,,48508.72091,-0.868,-1.543,-1.317,,
48508.45709,-0.389,-1.037,0.119,,48508.43219,1.89,1.731,9.244,,48510.57297,-45.41,5.774,-3.613,,48508.73587,-0.335,-0.294,-0.851,,48508.72589,-1.124,-1.832,-1.581,,
48508.46206,-0.425,-0.968,0.149,,48508.43716,1.811,1.603,9.171,,48510.59289,-45.508,5.286,-5.505,,48508.74084,-0.343,-0.295,-0.847,,48508.73086,-1.289,-2.144,-1.52,,
48508.46704,-0.449,-0.938,0.17,,48508.44214,1.819,1.619,9.001,,48510.61279,-45.02,4.883,-5.005,,48508.74582,-0.362,-0.298,-0.839,,48508.73587,-1.24,-2.417,-1.286,,
48508.47201,-0.451,-0.941,0.184,,48508.44711,1.887,1.71,8.778,,48510.63272,-45.117,4.199,-6.14,,48508.75577,-0.381,-0.303,-0.829,,48508.74084,-1.104,-2.658,-0.984,,
48508.47699,-0.428,-0.973,0.198,,48508.45212,1.956,1.822,8.478,,48510.65265,-45.117,2.82,-7.41,,48508.76074,-0.39,-0.305,-0.824,,48508.74582,0.511,-2.299,0.341,,
48508.48199,-0.38,-1.043,0.213,,48508.45709,1.996,1.97,8.23,,48510.67254,-44.922,2.625,-8.167,,48508.77069,-0.4,-0.306,-0.819,,48508.75577,1.676,-1.921,0.343,,
48508.48697,-0.315,-1.136,0.229,,48508.46206,2.029,2.125,8.087,,48510.69247,-44.824,1.746,-9.558,,48508.77569,-0.409,-0.307,-0.814,,48508.76074,1.653,-1.735,0.366,,
48508.49194,-0.242,-1.263,0.24,,48508.46704,1.978,2.254,8.06,,48510.71237,-44.238,2.332,-10.059,,48508.78067,-0.417,-0.308,-0.81,,48508.77069,1.86,-1.6,0.531,,
48508.49692,-0.172,-1.418,0.238,,48508.47201,1.884,2.319,8.112,,48510.7323,-44.043,1.55,-12.073,,48508.78564,-0.425,-0.307,-0.806,,48508.77569,2.061,-1.454,0.837,,
48508.50189,-0.106,-1.591,0.226,,48508.47699,1.854,2.319,7.974,,48510.75219,-43.555,1.453,-11.694,,48508.79062,-0.458,-0.298,-0.791,,48508.78067,2.068,-1.302,1.239,,
48508.50686,-0.047,-1.762,0.202,,48508.48199,1.978,2.364,7.63,,48510.77212,-43.945,1.843,-11.45,,48508.81552,-0.464,-0.296,-0.788,,48508.78564,1.837,-1.247,1.831,,
48508.51184,0.003,-1.91,0.182,,48508.48697,2.205,2.488,7.31,,48510.79202,-44.238,1.746,-9.802,,48508.82049,-0.476,-0.293,-0.781,,48508.79062,0.413,-2.692,1.653,,
48508.51681,0.041,-2.016,0.167,,48508.49194,2.396,2.632,7.166,,48510.81195,-44.434,2.429,-8.411,,48508.83044,-0.483,-0.292,-0.777,,48508.81552,0.675,-2.607,1.598,,
48508.52182,0.085,-2.082,0.153,,48508.49692,2.596,2.759,7.203,,48510.83188,-44.727,2.722,-8.032,,48508.83542,-0.489,-0.292,-0.772,,48508.82049,1.532,-1.855,1.409,,
48508.52676,0.144,-2.105,0.128,,48508.50189,2.684,2.746,7.363,,48510.85177,-44.727,2.917,-7.031,,48508.84042,-0.496,-0.293,-0.767,,48508.83044,1.608,-1.559,1.103,,
48508.53174,0.2,-2.132,0.101,,48508.50686,2.755,2.624,7.554,,48510.8717,-45.117,3.015,-6.897,,48508.8454,-0.504,-0.294,-0.762,,48508.83542,1.509,-1.367,0.827,,
48508.53671,0.235,-2.157,0.08,,48508.51184,2.942,2.504,7.885,,48510.8916,-44.922,3.516,-6.519,,48508.85037,-0.511,-0.295,-0.756,,48508.84042,1.378,-1.34,0.727,,
48508.54168,0.258,-2.156,0.076,,48508.51681,3.363,2.455,8.451,,48510.91153,-44.824,3.906,-6.775,,48508.85534,-0.526,-0.296,-0.744,,48508.8454,1.321,-1.477,0.64,,
48508.54666,0.257,-2.139,0.091,,48508.52182,3.684,2.398,8.86,,48510.93146,-44.922,4.199,-6.897,,48508.86529,-0.534,-0.296,-0.738,,48508.85037,1.261,-1.657,0.517,,
48508.55163,0.234,-2.1,0.124,,48508.52676,3.824,2.419,8.959,,48510.95135,-45.02,4.102,-5.505,,48508.87027,-0.541,-0.296,-0.732,,48508.85534,1.423,-1.814,0.778,,
48508.55661,0.203,-2.05,0.179,,48508.53174,3.805,2.42,9.198,,48510.97128,-45.117,4.98,-3.613,,48508.87524,-0.548,-0.295,-0.727,,48508.86529,1.643,-1.798,1.144,,
48508.56161,0.164,-1.985,0.25,,48508.53671,3.593,2.235,9.332,,48510.99118,-45.313,5.383,-2.1,,48508.88022,-0.555,-0.294,-0.722,,48508.87027,1.885,-1.695,1.757,,
48508.56659,0.125,-1.915,0.325,,48508.54168,3.348,2.044,9.369,,48511.01111,-45.508,5.872,-0.464,,48508.88522,-0.561,-0.293,-0.717,,48508.87524,2.011,-1.53,2.346,,
48508.57156,0.093,-1.867,0.407,,48508.54666,3.119,1.885,9.327,,48511.031,-45.605,6.653,0.806,,48508.8902,-0.567,-0.291,-0.712,,48508.88022,1.965,-1.385,2.689,,
48508.57654,0.074,-1.844,0.482,,48508.55163,2.987,1.766,9.197,,48511.05093,-45.508,6.75,1.685,,48508.91009,-0.588,-0.285,-0.693,,48508.88522,1.773,-1.36,2.852,,
48508.58151,0.068,-1.83,0.548,,48508.55661,2.923,1.687,9.091,,48511.07086,-45.313,6.848,3.076,,48508.9151,-0.593,-0.285,-0.688,,48508.8902,1.829,-1.375,2.916,,
48508.58648,0.072,-1.808,0.588,,48508.56161,2.881,1.68,8.869,,48511.09076,-45.117,6.653,6.873,,48508.92007,-0.599,-0.285,-0.682,,48508.91009,2.885,-0.437,2.128,,
48508.59149,0.072,-1.763,0.591,,48508.56659,2.872,1.673,8.595,,48511.11065,-44.824,6.946,9.265,,48508.92505,-0.604,-0.285,-0.677,,48508.9151,3.206,-0.026,2.036,,
48508.59646,0.051,-1.706,0.562,,48508.57156,3.027,1.834,8.325,,48511.13058,-44.531,7.141,10.535,,48508.93002,-0.608,-0.285,-0.672,,48508.92007,3.461,0.37,1.994,,
48508.60144,-0.001,-1.654,0.505,,48508.57654,3.404,2.179,8.178,,48511.15051,-44.434,7.446,11.414,,48508.935,-0.613,-0.285,-0.666,,48508.92505,3.59,0.695,1.883,,
48508.60641,-0.083,-1.613,0.435,,48508.58151,4.04,2.682,8.215,,48511.17041,-44.238,7.935,11.292,,48508.93997,-0.618,-0.286,-0.661,,48508.93002,3.769,0.891,1.843,,
48508.61139,-0.186,-1.598,0.367,,48508.58648,4.625,3.173,8.135,,48511.19034,-44.336,7.739,11.292,,48508.94494,-0.622,-0.286,-0.656,,48508.935,4.049,1.1,1.884,,
48508.61636,-0.292,-1.622,0.3,,48508.59149,5.084,3.548,7.852,,48511.21023,-44.629,7.739,10.535,,48508.94995,-0.626,-0.285,-0.652,,48508.93997,4.311,1.307,2.089,,
48508.62134,-0.381,-1.686,0.237,,48508.59646,5.428,3.721,7.421,,48511.23016,-44.824,7.837,10.657,,48508.95492,-0.629,-0.284,-0.649,,48508.94494,4.524,1.504,2.457,,
48508.62631,-0.439,-1.8,0.184,,48508.60144,5.561,3.774,7.009,,48511.25009,-44.434,8.13,9.521,,48508.9599,-0.632,-0.282,-0.646,,48508.94995,4.575,1.592,2.927,,
48508.63131,-0.456,-1.966,0.136,,48508.60641,5.507,3.672,6.624,,48511.26999,-44.629,7.935,9.521,,48508.96487,-0.635,-0.28,-0.644,,48508.95492,4.592,1.616,3.367,,
48508.63629,-0.42,-2.168,0.099,,48508.61139,5.411,3.49,6.365,,48511.28991,-44.824,7.544,10.278,,48508.96985,-0.637,-0.277,-0.643,,48508.9599,4.588,1.594,3.613,,
48508.64126,-0.334,-2.397,0.075,,48508.61636,5.278,3.282,6.134,,48511.30981,-44.238,8.325,11.292,,48508.97482,-0.639,-0.275,-0.642,,48508.96487,4.458,1.452,3.759,,
48508.64624,-0.191,-2.632,0.06,,48508.62134,5.061,3.093,6.059,,48511.32974,-43.945,8.813,13.684,,48508.9798,-0.641,-0.271,-0.641,,48508.96985,4.103,1.175,4.012,,
48508.65121,-0.003,-2.865,0.055,,48508.62631,4.786,2.901,6.182,,48511.34964,-42.48,9.9,14.063,,48508.98477,-0.642,-0.268,-0.64,,48508.97482,3.623,0.755,4.378,,
48508.65619,0.223,-3.089,0.059,,48508.63131,4.55,2.667,6.455,,48511.36957,-41.797,9.998,17.48,,48508.98977,-0.651,-0.255,-0.633,,48508.9798,3.109,0.335,4.589,,
48508.66119,0.468,-3.299,0.07,,48508.63629,4.442,2.487,6.908,,48511.38949,-40.918,10.779,18.994,,48509.00967,-0.653,-0.254,-0.63,,48508.98477,2.744,-0.011,4.716,,
48508.66617,0.717,-3.481,0.084,,48508.64126,4.541,2.283,7.449,,48511.40939,-40.137,11.377,19.495,,48509.01962,-0.655,-0.254,-0.626,,48508.98977,1.652,-0.539,4.062,,
48508.67114,0.953,-3.619,0.106,,48508.64624,4.783,2.054,7.85,,48511.42932,-40.137,11.267,19.629,,48509.02463,-0.657,-0.254,-0.622,,48509.00967,1.751,-0.028,3.711,,
48508.67611,1.147,-3.722,0.135,,48508.65121,5.15,1.785,8.102,,48511.44922,-40.723,11.768,18.738,,48509.0296,-0.66,-0.254,-0.617,,48509.01962,1.861,0.387,3.486,,
48508.68109,1.271,-3.82,0.163,,48508.65619,5.529,1.532,8.193,,48511.46914,-41.309,11.169,17.224,,48509.03457,-0.662,-0.255,-0.612,,48509.02463,2.008,0.79,3.312,,
48508.68606,1.32,-4.04,0.196,,48508.66119,5.891,1.368,8.339,,48511.48904,-41.992,11.67,14.319,,48509.03955,-0.665,-0.256,-0.607,,48509.0296,2.172,1.063,3.218,,
48508.69104,1.272,-4.327,0.233,,48508.66617,6.241,1.311,8.279,,48511.50897,-42.676,11.67,12.549,,48509.04452,-0.67,-0.259,-0.596,,48509.03457,2.266,1.195,3.062,,
48508.69601,1.137,-4.453,0.272,,48508.67114,6.605,1.375,7.955,,48511.52887,-42.773,12.646,11.536,,48509.05447,-0.673,-0.26,-0.59,,48509.03955,2.282,1.209,3.048,,
48508.70102,0.956,-4.377,0.3,,48508.67611,7.778,1.707,7.062,,48511.55377,-42.48,12.744,10.4,,48509.05948,-0.675,-0.261,-0.585,,48509.04452,2.144,0.997,3.438,,
48508.70599,0.742,-4.213,0.303,,48508.68109,8.333,1.828,5.772,,48511.5737,-42.383,13.037,9.521,,48509.06445,-0.677,-0.262,-0.579,,48509.05447,1.943,0.858,3.754,,
48508.71097,0.521,-4.001,0.304,,48508.68606,7.34,1.625,5.232,,48511.61352,-42.871,14.221,11.035,,48509.06943,-0.679,-0.263,-0.574,,48509.05948,1.817,0.762,3.873,,
48508.71594,0.326,-3.76,0.338,,48508.69104,7.026,1.799,6.071,,48511.63342,-42.48,14.514,9.9,,48509.0744,-0.681,-0.264,-0.569,,48509.06445,1.825,0.667,3.942,,
48508.72091,0.15,-3.556,0.4,,48508.69601,7.124,2.051,5.932,,48511.65335,-42.578,14.026,10.022,,48509.07937,-0.683,-0.264,-0.563,,48509.06943,2.135,0.678,4.045,,
48508.72589,-0.001,-3.432,0.482,,48508.70102,7.016,2.186,5.394,,48511.67328,-42.48,14.905,9.9,,48509.08435,-0.684,-0.265,-0.558,,48509.0744,2.555,0.815,4.207,,
48508.73086,-0.094,-3.406,0.578,,48508.70599,6.361,2.013,5.528,,48511.69317,-42.285,15.1,9.399,,48509.08935,-0.688,-0.268,-0.536,,48509.07937,2.974,1.096,4.366,,
48508.73587,-0.109,-3.479,0.687,,48508.71097,5.806,1.743,5.279,,48511.7131,-42.383,15.1,9.143,,48509.11423,-0.688,-0.269,-0.532,,48509.08435,3.201,1.378,4.528,,
48508.74084,-0.043,-3.648,0.791,,48508.71594,5.591,1.435,4.606,,48511.733,-42.188,15.698,9.644,,48509.11923,-0.689,-0.269,-0.528,,48509.08935,2.905,1.149,2.31,,
48508.74582,0.096,-3.88,0.888,,48508.72091,5.435,1.122,4.223,,48511.75293,-42.188,15.405,9.521,,48509.1242,-0.69,-0.269,-0.524,,48509.11423,3.044,1.567,1.835,,
48508.75079,0.279,-4.062,0.967,,48508.72589,5.37,0.777,4.166,,48511.77282,-42.383,14.807,9.009,,48509.12918,-0.69,-0.269,-0.52,,48509.11923,3.186,2.134,1.406,,
48508.75577,0.438,-4.133,1.038,,48508.73086,5.52,0.467,4.279,,48511.79275,-41.699,15.295,9.9,,48509.13415,-0.69,-0.269,-0.516,,48509.1242,3.372,2.634,1.334,,
48508.76074,0.512,-4.135,1.113,,48508.73587,5.762,0.184,4.453,,48511.81268,-41.504,16.089,10.657,,48509.13913,-0.691,-0.269,-0.513,,48509.12918,3.592,2.785,1.465,,
48508.76571,0.469,-4.095,1.196,,48508.74084,6.424,0.204,5,,48511.83258,-41.309,16.577,11.292,,48509.1441,-0.691,-0.269,-0.51,,48509.13415,3.81,2.812,1.728,,
48508.77069,0.321,-3.993,1.273,,48508.74582,7.612,0.464,5.496,,48511.85251,-40.625,17.261,12.683,,48509.14908,-0.691,-0.27,-0.507,,48509.13913,3.954,2.782,1.961,,
48508.77569,0.103,-3.804,1.325,,48508.75079,8.68,0.654,5.465,,48511.97198,-35.547,18.933,21.143,,48509.15405,-0.691,-0.27,-0.504,,48509.1441,4.008,2.669,2.385,,
48508.78067,-0.136,-3.54,1.348,,48508.75577,9.027,0.769,5.193,,48511.99191,-36.035,18.054,20.764,,48509.15902,-0.69,-0.27,-0.501,,48509.14908,3.963,2.55,2.742,,
48508.78564,-0.355,-3.242,1.347,,48508.76074,9.126,0.914,5.06,,48512.01181,-35.742,17.957,21.387,,48509.16403,-0.69,-0.27,-0.499,,48509.15405,3.87,2.413,2.802,,
48508.79062,-0.526,-2.937,1.343,,48508.76571,9.45,1.001,5.074,,48512.03174,-35.547,18.542,21.899,,48509.169,-0.69,-0.27,-0.496,,48509.15902,3.783,2.261,2.846,,
48508.79559,-0.646,-2.663,1.349,,48508.77069,9.763,1.092,5.237,,48512.05163,-35.449,17.664,20.508,,48509.17398,-0.689,-0.271,-0.493,,48509.16403,3.713,2.14,2.893,,
48508.80057,-0.72,-2.445,1.37,,48508.77569,9.873,1.182,5.51,,48512.07156,-35.645,18.25,20.764,,48509.17895,-0.688,-0.271,-0.491,,48509.169,3.788,2.012,2.974,,
48508.80554,-0.753,-2.294,1.418,,48508.78067,9.736,1.172,5.988,,48512.09146,-35.84,19.128,20.129,,48509.18393,-0.687,-0.272,-0.488,,48509.17398,3.869,1.972,3.067,,
48508.81054,-0.737,-2.219,1.475,,48508.78564,9.517,1.013,6.251,,48512.11139,-35.742,18.933,20.63,,48509.1889,-0.686,-0.273,-0.485,,48509.17895,3.951,1.955,3.135,,
48508.81552,-0.663,-2.224,1.524,,48508.79062,9.24,0.657,6.257,,48512.13131,-36.133,19.226,20.007,,48509.19391,-0.68,-0.275,-0.475,,48509.18393,3.932,1.931,3.04,,
48508.82049,-0.523,-2.294,1.541,,48508.79559,8.915,0.184,6.035,,48512.15121,-35.742,19.031,19.751,,48509.2138,-0.678,-0.275,-0.473,,48509.1889,3.875,1.938,2.879,,
48508.82547,-0.326,-2.438,1.516,,48508.80057,8.661,-0.334,5.704,,48512.17114,-35.547,19.421,20.508,,48509.21878,-0.676,-0.275,-0.472,,48509.19391,3.584,1.539,2.034,,
48508.83044,-0.095,-2.646,1.478,,48508.80554,8.655,-0.666,5.392,,48512.19104,-35.449,19.031,20.764,,48509.22375,-0.672,-0.275,-0.468,,48509.2138,3.652,1.495,1.839,,
48508.83542,0.138,-2.887,1.455,,48508.81054,8.976,-0.668,5.258,,48512.21097,-35.84,19.324,19.629,,48509.23373,-0.671,-0.275,-0.466,,48509.21878,3.671,1.553,1.571,,
48508.84042,0.338,-3.112,1.455,,48508.81552,9.534,-0.363,5.178,,48512.23086,-36.426,19.824,18.738,,48509.23871,-0.669,-0.275,-0.465,,48509.22375,3.883,1.844,0.546,,
48508.8454,0.476,-3.304,1.474,,48508.82049,9.959,-0.077,4.894,,48512.25079,-36.035,20.898,17.603,,48509.24368,-0.667,-0.275,-0.463,,48509.23373,4.119,2.005,-0.077,,
48508.85037,0.538,-3.443,1.521,,48508.82547,10.1,0.148,4.483,,48512.27069,-36.23,21.289,16.846,,48509.24865,-0.666,-0.276,-0.461,,48509.23871,4.358,2.262,-0.664,,
48508.85534,0.524,-3.519,1.593,,48508.83044,10.067,0.274,4.087,,48512.29062,-35.645,22.278,17.102,,48509.25363,-0.664,-0.277,-0.459,,48509.24368,4.576,2.465,-1.118,,
48508.86032,0.438,-3.521,1.679,,48508.83542,10.004,0.239,3.855,,48512.31054,-35.84,23.45,16.345,,48509.2586,-0.663,-0.278,-0.457,,48509.24865,4.795,2.604,-1.385,,
48508.86529,0.3,-3.448,1.768,,48508.84042,10.015,0.038,3.623,,48512.33044,-35.547,23.157,14.697,,48509.26361,-0.662,-0.279,-0.455,,48509.25363,4.965,2.663,-1.367,,
48508.87027,0.143,-3.302,1.847,,48508.8454,10.021,-0.208,3.349,,48512.35037,-35.449,23.547,14.441,,48509.26858,-0.66,-0.281,-0.453,,48509.2586,5.074,2.598,-0.998,,
48508.87524,0.009,-3.112,1.908,,48508.85037,10.119,-0.377,3.244,,48512.37027,-35.449,23.547,14.441,,48509.27356,-0.657,-0.285,-0.448,,48509.26361,5.259,2.538,-0.475,,
48508.88022,-0.09,-2.907,1.953,,48508.85534,10.312,-0.511,3.3,,48512.3902,-37.207,23.059,11.792,,48509.28351,-0.655,-0.287,-0.446,,48509.26858,5.531,2.475,-0.041,,
48508.88522,-0.146,-2.722,1.987,,48508.86032,10.591,-0.578,3.517,,48512.41009,-37.695,23.352,9.9,,48509.28848,-0.653,-0.29,-0.444,,48509.27356,5.617,2.267,0.706,,
48508.8902,-0.166,-2.575,2.015,,48508.86529,10.891,-0.563,3.99,,48512.43002,-38.672,24.243,5.725,,48509.29345,-0.637,-0.305,-0.433,,48509.28351,5.466,2.05,1.141,,
48508.89517,-0.15,-2.462,2.038,,48508.87027,11.069,-0.49,4.448,,48512.44992,-38.867,23.657,3.455,,48509.32333,-0.634,-0.307,-0.432,,48509.29345,4.16,1.095,0.895,,
48508.90014,-0.095,-2.39,2.045,,48508.87524,11.071,-0.44,4.672,,48512.46985,-39.063,23.059,1.184,,48509.32831,-0.628,-0.311,-0.429,,48509.32333,3.89,1.087,0.37,,
48508.90512,-0.012,-2.373,2.031,,48508.88022,10.922,-0.513,4.725,,48512.48977,-38.867,22.668,-2.356,,48509.33825,-0.623,-0.314,-0.428,,48509.32831,3.558,1.173,-1.15,,
48508.91009,0.094,-2.414,1.999,,48508.88522,11.017,-0.627,4.684,,48512.50967,-38.77,22.473,-5.64,,48509.34823,-0.621,-0.315,-0.427,,48509.33825,3.285,1.287,-2.03,,
48508.9151,0.207,-2.491,1.942,,48508.8902,11.347,-0.708,4.648,,48512.5296,-37.695,22.375,-8.545,,48509.35321,-0.619,-0.317,-0.426,,48509.34326,2.966,1.415,-2.663,,
48508.92007,0.313,-2.562,1.872,,48508.89517,11.687,-0.642,4.396,,48512.5495,-36.23,22.766,-12.073,,48509.35818,-0.617,-0.318,-0.425,,48509.34823,2.69,1.52,-3.002,,
48508.92505,0.389,-2.604,1.804,,48508.90014,11.942,-0.382,3.952,,48512.56943,-35.156,23.254,-15.234,,48509.36316,-0.615,-0.32,-0.425,,48509.35321,2.489,1.546,-2.98,,
48508.93002,0.416,-2.605,1.741,,48508.90512,12.214,-0.081,3.498,,48512.58932,-32.617,23.352,-18.14,,48509.36813,-0.612,-0.323,-0.423,,48509.35818,2.259,1.474,-2.758,,
48508.935,0.384,-2.563,1.695,,48508.91009,12.567,0.241,3.298,,48512.60925,-30.273,22.961,-20.41,,48509.37811,-0.611,-0.325,-0.422,,48509.36316,1.92,1.34,-2.404,,
48508.93997,0.283,-2.47,1.657,,48508.9151,12.854,0.552,3.144,,48512.62915,-27.246,23.853,-23.572,,48509.38308,-0.609,-0.327,-0.421,,48509.36813,1.497,0.95,-1.763,,
48508.94494,0.117,-2.298,1.621,,48508.92007,13.014,0.798,2.919,,48512.64908,-23.535,24.438,-25.842,,48509.38806,-0.607,-0.329,-0.42,,48509.37811,1.45,0.78,-1.367,,
48508.94995,-0.102,-2.043,1.582,,48508.92505,13.221,0.919,2.765,,48512.669,-19.141,25.513,-26.978,,48509.39303,-0.606,-0.331,-0.418,,48509.38308,1.481,0.682,-1.026,,
48508.95492,-0.34,-1.73,1.537,,48508.93002,13.528,1.054,2.692,,48512.6889,-15.234,26.306,-27.49,,48509.41794,-0.597,-0.343,-0.412,,48509.38806,1.556,0.823,-0.664,,
48508.9599,-0.571,-1.39,1.486,,48508.935,13.817,1.189,2.79,,48512.70883,-12.207,26.794,-27.112,,48509.42291,-0.595,-0.346,-0.411,,48509.41794,0.576,0.753,-0.757,,
48508.96487,-0.768,-1.076,1.431,,48508.93997,14.055,1.316,3.059,,48512.72873,-9.18,27.979,-27.612,,48509.42788,-0.594,-0.348,-0.41,,48509.42291,0.185,0.648,-0.845,,
48508.96985,-0.914,-0.821,1.381,,48508.94494,14.129,1.335,3.444,,48512.74865,-6.543,28.369,-25.842,,48509.43286,-0.592,-0.35,-0.409,,48509.42788,-0.139,0.518,-0.918,,
48508.97482,-0.997,-0.635,1.348,,48508.94995,14.166,1.292,3.814,,48512.76855,-4.785,29.639,-24.963,,48509.43783,-0.591,-0.351,-0.409,,48509.43286,-0.458,0.347,-1.061,,
48508.9798,-1.018,-0.506,1.342,,48508.95492,14.181,1.204,4.008,,48512.78848,-4.59,30.334,-23.828,,48509.44284,-0.589,-0.353,-0.408,,48509.43783,-0.83,0.265,-1.304,,
48508.98477,-0.975,-0.435,1.356,,48508.9599,14.068,0.998,4.116,,48512.80841,-5.273,30.432,-23.694,,48509.44781,-0.588,-0.354,-0.407,,48509.44284,-1.199,0.195,-1.538,,
48508.98977,-0.874,-0.433,1.379,,48508.96487,13.727,0.658,4.344,,48512.82831,-5.176,30.92,-23.828,,48509.45279,-0.587,-0.355,-0.406,,48509.44781,-1.577,0.185,-1.869,,
48508.99475,-0.721,-0.489,1.412,,48508.96985,13.259,0.176,4.695,,48512.84823,-4.98,30.432,-23.45,,48509.45776,-0.586,-0.356,-0.406,,48509.45279,-1.932,0.153,-2.179,,
48508.99972,-0.526,-0.601,1.458,,48508.97482,12.755,-0.309,4.897,,48512.86813,-4.59,29.944,-23.071,,48509.46274,-0.585,-0.357,-0.405,,48509.45776,-2.208,0.106,-2.291,,
48509.0047,-0.301,-0.769,1.511,,48508.9798,12.396,-0.722,5.019,,48512.89303,-5.469,29.639,-24.207,,48509.46771,-0.584,-0.358,-0.405,,48509.46274,-2.438,-0.09,-2.234,,
48509.00967,-0.052,-0.982,1.569,,48508.98477,12.133,-1.054,5.104,,48512.91296,-6.543,29.248,-25.464,,48509.47268,-0.584,-0.358,-0.404,,48509.46771,-2.769,-0.349,-2.041,,
48509.01465,0.216,-1.203,1.615,,48508.98977,11.822,-1.28,4.986,,48512.93286,-6.836,28.564,-25.342,,48509.47766,-0.583,-0.358,-0.403,,48509.47268,-2.899,-0.543,-1.866,,
48509.01962,0.477,-1.416,1.653,,48508.99475,11.521,-1.459,4.641,,48512.95279,-6.445,27.686,-26.477,,48509.48266,-0.583,-0.358,-0.403,,48509.47766,-2.858,-0.571,-1.739,,
48509.02463,0.707,-1.606,1.682,,48508.99972,11.315,-1.537,4.315,,48512.97268,-6.152,27.38,-26.599,,48509.48764,-0.583,-0.358,-0.402,,48509.48266,-2.654,-0.429,-1.594,,
48509.0296,0.891,-1.773,1.695,,48509.0047,11.271,-1.428,4.064,,48512.99261,-5.469,26.99,-27.112,,48509.49261,-0.581,-0.357,-0.401,,48509.48764,-2.331,-0.18,-1.287,,
48509.03457,1.016,-1.914,1.691,,48509.00967,11.413,-1.18,3.889,,48513.01251,-5.469,27.087,-26.978,,48509.51748,-0.58,-0.357,-0.401,,48509.49261,-0.8,1.386,-0.475,,
48509.03955,1.089,-2.027,1.682,,48509.01465,11.521,-0.843,3.613,,48513.03244,-5.566,26.99,-26.099,,48509.52249,-0.579,-0.357,-0.401,,48509.51748,-0.73,1.534,-0.866,,
48509.04452,1.13,-2.104,1.674,,48509.01962,11.666,-0.518,3.379,,48513.05237,-4.785,27.283,-26.221,,48509.52746,-0.578,-0.357,-0.401,,48509.52249,-0.623,1.671,-1.122,,
48509.0495,1.162,-2.148,1.676,,48509.02463,11.827,-0.322,3.217,,48513.07226,-4.004,28.369,-25.085,,48509.53244,-0.578,-0.357,-0.401,,48509.52746,-0.672,1.72,-1.348,,
48509.05447,1.194,-2.141,1.698,,48509.0296,11.918,-0.266,2.989,,48513.09219,-3.809,28.662,-23.95,,48509.53741,-0.577,-0.357,-0.402,,48509.53244,-0.858,1.663,-1.533,,
48509.05948,1.227,-2.091,1.732,,48509.03457,11.928,-0.33,2.897,,48513.11209,-4.102,28.662,-23.95,,48509.54239,-0.577,-0.357,-0.403,,48509.53741,-1.055,1.517,-1.666,,
48509.06445,1.252,-2.017,1.773,,48509.03955,11.909,-0.496,2.911,,48513.13202,-4.785,27.686,-24.451,,48509.54736,-0.577,-0.356,-0.403,,48509.54239,-2.155,0.982,-2.12,,
48509.06943,1.269,-1.931,1.813,,48509.04452,11.775,-0.697,3.127,,48513.15191,-5.566,27.283,-24.963,,48509.55234,-0.577,-0.354,-0.405,,48509.54736,-5.29,-0.671,-5.649,,
48509.0744,1.287,-1.842,1.84,,48509.0495,11.563,-0.916,3.364,,48513.17184,-6.738,27.478,-24.963,,48509.55734,-0.578,-0.352,-0.407,,48509.55234,-1.038,0.649,-5.067,,
